Date,Store_ID,SKU_ID,Sales_Units,Revenue,Promo_Flag,Holiday_Flag
2026-08-09,STR-102,SKU-4412,111,721.57,0,1
2026-08-09,STR-103,SKU-8821,52,209.52,0,1
2026-08-09,STR-103,SKU-9943,213,3145.02,0,1
2026-08-09,STR-103,SKU-7732,177,1750.92,1,1
2026-08-09,STR-103,SKU-4412,119,674.27,0,1
2026-08-09,STR-104,SKU-8821,78,1263.72,0,1
2026-08-09,STR-104,SKU-9943,67,318.76,0,1
2026-08-09,STR-104,SKU-7732,182,854.01,1,1
2026-08-09,STR-104,SKU-4412,110,1952.3,1,1
2026-08-09,STR-105,SKU-8821,143,917.5,1,1
2026-08-09,STR-105,SKU-9943,94,523.72,0,1
2026-08-09,STR-105,SKU-7732,51,711.1,0,1
2026-08-09,STR-105,SKU-4412,246,3963.55,1,1
2026-08-10,STR-101,SKU-8821,152,2174.26,0,0
2026-08-10,STR-101,SKU-9943,63,1365.55,0,0
2026-08-10,STR-101,SKU-7732,75,827.93,0,0
2026-08-10,STR-101,SKU-4412,188,3485.35,0,0
2026-08-10,STR-102,SKU-8821,101,1215.15,1,0
2026-08-10,STR-102,SKU-9943,43,379.53,0,0
2026-08-10,STR-102,SKU-7732,124,1794.76,1,0
2026-08-10,STR-102,SKU-4412,42,354.67,0,0
2026-08-10,STR-103,SKU-8821,244,5653.8,1,0
2026-08-10,STR-103,SKU-9943,59,869.26,0,0
2026-08-10,STR-103,SKU-7732,191,1052.54,0,0
2026-08-10,STR-103,SKU-4412,67,680.44,0,0
2026-08-10,STR-104,SKU-8821,125,1400.71,0,0
2026-08-10,STR-104,SKU-9943,122,2390.33,0,0
2026-08-10,STR-104,SKU-7732,271,5320.14,1,0
2026-08-10,STR-104,SKU-4412,163,2032.75,0,0
2026-08-10,STR-105,SKU-8821,191,818.96,0,0
2026-08-10,STR-105,SKU-9943,183,3030.96,1,0
2026-08-10,STR-105,SKU-7732,201,3326.9,0,0
2026-08-10,STR-105,SKU-4412,51,720.5,0,0
2026-08-11,STR-101,SKU-8821,172,2408.09,0,0
2026-08-11,STR-101,SKU-9943,47,246.2,0,0
2026-08-11,STR-101,SKU-7732,52,257.96,0,0
2026-08-11,STR-101,SKU-4412,212,3947.21,0,0
2026-08-11,STR-102,SKU-8821,93,992.21,0,0
2026-08-11,STR-102,SKU-9943,219,1597.94,1,0
2026-08-11,STR-102,SKU-7732,57,971.06,0,0
2026-08-11,STR-102,SKU-4412,147,577.62,1,0
2026-08-11,STR-103,SKU-8821,214,2045.12,0,0
2026-08-11,STR-103,SKU-9943,212,2401.91,1,0
2026-08-11,STR-103,SKU-7732,61,982.57,0,0
2026-08-11,STR-103,SKU-4412,215,3089.81,1,0
2026-08-11,STR-104,SKU-8821,214,4252.96,0,0
2026-08-11,STR-104,SKU-9943,216,3421.13,0,0
2026-08-11,STR-104,SKU-7732,174,3504.58,0,0
2026-08-11,STR-104,SKU-4412,63,657.37,0,0
2026-08-11,STR-105,SKU-8821,140,1558.12,1,0
2026-08-11,STR-105,SKU-9943,119,1911.77,0,0
2026-08-11,STR-105,SKU-7732,143,856.68,1,0
2026-08-11,STR-105,SKU-4412,199,3331.09,0,0
2026-08-12,STR-101,SKU-8821,186,3935.4,0,0
2026-08-12,STR-101,SKU-9943,265,2297.8,1,0
2026-08-12,STR-101,SKU-7732,182,3778.5,1,0
2026-08-12,STR-101,SKU-4412,179,3034.29,0,0
2026-08-12,STR-102,SKU-8821,138,3268.63,0,0
2026-08-12,STR-102,SKU-9943,107,736.02,1,0
2026-08-12,STR-102,SKU-7732,170,3444.98,0,0
2026-08-12,STR-102,SKU-4412,131,2716.21,0,0
2026-08-12,STR-103,SKU-8821,137,2137.49,0,0
2026-08-12,STR-103,SKU-9943,93,1402.71,0,0
2026-08-12,STR-103,SKU-7732,197,3259.16,0,0
2026-08-12,STR-103,SKU-4412,128,1659.13,1,0
2026-08-12,STR-104,SKU-8821,84,1544.97,0,0
2026-08-12,STR-104,SKU-9943,117,1372.48,1,0
2026-08-12,STR-104,SKU-7732,136,2023.58,1,0
2026-08-12,STR-104,SKU-4412,150,1103.18,0,0
2026-08-12,STR-105,SKU-8821,181,2689.96,0,0
2026-08-12,STR-105,SKU-9943,176,743.4,0,0
2026-08-12,STR-105,SKU-7732,76,1758.68,0,0
2026-08-12,STR-105,SKU-4412,98,642.12,0,0
2026-08-13,STR-101,SKU-8821,197,4713.2,0,0
2026-08-13,STR-101,SKU-9943,120,2196.29,0,0
2026-08-13,STR-101,SKU-7732,206,2374.41,1,0
2026-08-13,STR-101,SKU-4412,165,588.39,0,0
2026-08-13,STR-102,SKU-8821,103,2037.45,0,0
2026-08-13,STR-102,SKU-9943,145,1937.19,0,0
2026-08-13,STR-102,SKU-7732,51,784.87,0,0
2026-08-13,STR-102,SKU-4412,140,2222.01,0,0
2026-08-13,STR-103,SKU-8821,184,1661.76,0,0
2026-08-13,STR-103,SKU-9943,189,960.06,1,0
2026-08-13,STR-103,SKU-7732,100,1959.04,0,0
2026-08-13,STR-103,SKU-4412,181,2552.83,0,0
2026-08-13,STR-104,SKU-8821,66,675.04,0,0
2026-08-13,STR-104,SKU-9943,55,441.24,0,0
2026-08-13,STR-104,SKU-7732,172,4122.17,0,0
2026-08-13,STR-104,SKU-4412,215,2609.15,1,0
2026-08-13,STR-105,SKU-8821,181,1072.59,0,0
2026-08-13,STR-105,SKU-9943,191,2171.4,0,0
2026-08-13,STR-105,SKU-7732,145,1055.86,0,0
2026-08-13,STR-105,SKU-4412,100,403.7,0,0
2026-08-14,STR-101,SKU-8821,189,1719.51,0,0
2026-08-14,STR-101,SKU-9943,93,2118.9,0,0
2026-08-14,STR-101,SKU-7732,117,2502.74,0,0
2026-08-14,STR-101,SKU-4412,133,2653.91,1,0
2026-08-14,STR-102,SKU-8821,126,785.78,0,0
2026-08-14,STR-102,SKU-9943,171,2338.84,0,0
2026-08-14,STR-102,SKU-7732,171,3282.01,0,0
2026-08-14,STR-102,SKU-4412,149,934.94,0,0
2026-08-14,STR-103,SKU-8821,218,5038.11,1,0
2026-08-14,STR-103,SKU-9943,50,464.24,0,0
2026-08-14,STR-103,SKU-7732,84,1854.57,0,0
2026-08-14,STR-103,SKU-4412,88,1677.95,0,0
2026-08-14,STR-104,SKU-8821,179,866.36,0,0
2026-08-14,STR-104,SKU-9943,46,220.08,0,0
2026-08-14,STR-104,SKU-7732,125,1801.83,1,0
2026-08-14,STR-104,SKU-4412,102,2238.55,0,0
2026-08-14,STR-105,SKU-8821,159,3696.68,0,0
2026-08-14,STR-105,SKU-9943,208,950.83,0,0
2026-08-14,STR-105,SKU-7732,86,1589.44,0,0
2026-08-14,STR-105,SKU-4412,146,2468.94,1,0
2026-08-15,STR-101,SKU-8821,141,1834.5,0,1
2026-08-15,STR-101,SKU-9943,209,2228.96,1,1
2026-08-15,STR-101,SKU-7732,67,543.97,0,1
2026-08-15,STR-101,SKU-4412,193,2895.98,0,1
2026-08-15,STR-102,SKU-8821,60,1267.97,0,1
2026-08-15,STR-102,SKU-9943,52,936.55,0,1
2026-08-15,STR-102,SKU-7732,54,696.34,0,1
2026-08-15,STR-102,SKU-4412,69,1579.19,0,1
2026-08-15,STR-103,SKU-8821,220,2854.95,1,1
2026-08-15,STR-103,SKU-9943,157,2304.97,0,1
2026-08-15,STR-103,SKU-7732,132,2644.13,0,1
2026-08-15,STR-103,SKU-4412,49,961.32,0,1
2026-08-15,STR-104,SKU-8821,86,591.38,0,1
2026-08-15,STR-104,SKU-9943,176,2489.94,0,1
2026-08-15,STR-104,SKU-7732,198,4263.22,0,1
2026-08-15,STR-104,SKU-4412,142,1810.56,1,1
2026-08-15,STR-105,SKU-8821,238,965.55,1,1
2026-08-15,STR-105,SKU-9943,123,2723.1,0,1
2026-08-15,STR-105,SKU-7732,129,730.43,0,1
2026-08-15,STR-105,SKU-4412,187,2112.84,0,1
